origin_h3,destination_h3,origin_lng,origin_lat,destination_lng,destination_lat,hour_of_day,is_rush_hour,day_of_week,is_weekend,is_holiday,haversine_distance_meters,baseline_distance_meters,traffic_level,is_raining,rain_level,weather_condition,baseline_eta_secs,actual_eta_secs,residual_secs
89415cb4b97ffff,89415cb49afffff,105.8067,21.0238,105.7898,21.0093,20,false,Thu,false,false,2382.6,3309.2,low,false,none,clear,322,231,-91
89415cb4d47ffff,89415cb4b97ffff,105.8175,21.0023,105.8067,21.0238,9,false,Sat,true,false,2640.5,3471,high,false,none,clear,641,987,346
89415ca7123ffff,89415cb687bffff,105.8012,21.1188,105.8467,20.9719,22,false,Sun,true,false,17003.3,27518.3,medium,false,none,cloudy,3877,3761,-116
89415cb5dc7ffff,89415ca640bffff,105.8598,21.0422,105.8127,21.0592,16,false,Fri,false,false,5240.6,6188.3,medium,false,none,cloudy,639,594,-45
89415cb46afffff,89415cb4d47ffff,105.9035,21.0109,105.8175,21.0023,16,false,Mon,false,false,8978.3,12904.3,low,false,none,fog,1281,1168,-113
8941436945bffff,89415cb46afffff,105.783,21.0167,105.9035,21.0109,18,true,Mon,false,false,12524.5,21824.5,high,true,heavy,storm,3939,4779,840
89414368657ffff,89415cb4d5bffff,105.747,20.9881,105.8249,21.0049,17,true,Sat,true,false,8299.9,9484.7,severe,false,none,fog,2498,3355,857
89414369647ffff,89415cb49afffff,105.7828,21.0367,105.7898,21.0093,17,true,Sun,true,true,3132.2,3889.5,high,false,none,cloudy,639,1409,770
89415cb4987ffff,89415cb4b97ffff,105.7991,21.0055,105.8067,21.0238,13,false,Fri,false,false,2182.4,2917.6,medium,false,none,clear,344,354,10
89415cb5db3ffff,89415cb4ba3ffff,105.851,21.0359,105.8005,21.0288,9,false,Fri,false,false,5300.4,8855.4,low,false,none,clear,640,597,-43
89415cb684bffff,89415ca7123ffff,105.8558,20.9732,105.8012,21.1188,3,false,Wed,false,false,17152.9,30518,low,false,none,clear,2324,2258,-66
89414368657ffff,89415cb5db3ffff,105.747,20.9881,105.851,21.0359,10,false,Tue,false,false,12032.8,17361.3,low,false,none,cloudy,1355,1283,-72
89415cb4a47ffff,89415cb4d47ffff,105.833,21.046,105.8175,21.0023,11,false,Sat,true,false,5118.6,7443,high,false,none,clear,1173,1299,126
89415cb4b97ffff,89415ca7123ffff,105.8067,21.0238,105.8012,21.1188,9,false,Tue,false,false,10578.9,17430.4,high,false,none,cloudy,2608,3070,462
8941436945bffff,89414369647ffff,105.783,21.0167,105.7828,21.0367,8,true,Sun,true,false,2224,2712.7,high,false,none,cloudy,455,1447,992
89415cb684bffff,89415cb4193ffff,105.8558,20.9732,105.868,20.9946,7,true,Mon,false,false,2695.7,3478.6,high,false,none,clear,732,1772,1040
89415cb687bffff,89415cb4d5bffff,105.8467,20.9719,105.8249,21.0049,22,false,Sun,true,false,4311.3,5261.2,medium,false,none,cloudy,687,819,132
89414369647ffff,89415cb4d47ffff,105.7828,21.0367,105.8175,21.0023,15,false,Sat,true,false,5253.9,5890.7,low,false,none,cloudy,560,617,57
89414369617ffff,894143682c3ffff,105.7787,21.0282,105.7356,20.999,9,false,Tue,false,false,5527.8,8072,medium,false,none,clear,1014,940,-74
89415cb4e43ffff,89415cb4b97ffff,105.8522,21.0286,105.8067,21.0238,7,true,Tue,false,false,4752.6,5222.5,medium,true,light,rain,667,1099,432
89415cb687bffff,89415cb4b97ffff,105.8467,20.9719,105.8067,21.0238,7,true,Wed,false,false,7109.7,9008.1,medium,false,none,clear,1152,1115,-37
89415cb4b0fffff,89415ca7123ffff,105.8037,21.0372,105.8012,21.1188,20,false,Sun,true,false,9077.2,9998.4,high,true,very_heavy,storm,2173,3604,1431
89415ca640bffff,89415cb4193ffff,105.8127,21.0592,105.868,20.9946,0,false,Thu,false,false,9194.6,13631.2,low,true,light,rain,1350,1418,68
89415cb687bffff,89415cb4e3bffff,105.8467,20.9719,105.8417,21.0247,14,false,Tue,false,false,5894,8378,medium,true,moderate,rain,919,1193,274
89415cb687bffff,89414369647ffff,105.8467,20.9719,105.7818,21.0379,20,false,Thu,false,false,9962.2,12817.8,medium,false,none,fog,1795,1754,-41
89415cb4b0fffff,89414369647ffff,105.8037,21.0372,105.7828,21.0367,21,false,Wed,false,true,2169.8,2397.8,medium,false,none,cloudy,260,564,304
89415cb4bc3ffff,89415ca7123ffff,105.814,21.0335,105.8012,21.1188,3,false,Sun,true,false,9577.5,15658.3,medium,false,none,clear,2061,2093,32
89415cb5dc7ffff,89415cb4cd7ffff,105.8598,21.0422,105.846,20.998,17,true,Fri,false,false,5119.3,6078.9,medium,false,none,cloudy,768,1103,335
89415cb46afffff,89415cb4193ffff,105.9035,21.0109,105.868,20.9946,22,false,Wed,false,false,4106.8,4551.7,low,false,none,cloudy,432,386,-46
89414369647ffff,89415ca640bffff,105.7818,21.0379,105.8127,21.0592,12,false,Wed,false,false,3986.5,5364.7,medium,false,none,cloudy,712,796,84
89415cb4ba3ffff,89415cb4b0fffff,105.8005,21.0288,105.8037,21.0372,21,false,Sun,true,false,991.3,1141.3,low,false,none,clear,120,60,-60
89415cb4e3bffff,8941436945bffff,105.8417,21.0247,105.783,21.0167,12,false,Sun,true,false,6157.4,8060.7,medium,false,none,cloudy,852,729,-123
89415cb4bc3ffff,89415cb4e3bffff,105.814,21.0335,105.8417,21.0247,9,false,Wed,false,false,3036.9,3878.2,high,true,heavy,rain,686,1974,1288
89415cb4b97ffff,89415cb4a47ffff,105.8067,21.0238,105.833,21.046,21,false,Mon,false,false,3680.2,4729.9,low,false,none,cloudy,435,349,-86
8941436945bffff,89414369647ffff,105.783,21.0167,105.7828,21.0367,19,true,Fri,false,false,2224,3006.6,medium,false,none,clear,409,638,229
89415cb4ba3ffff,89415ca640bffff,105.8005,21.0288,105.8127,21.0592,7,true,Wed,false,false,3609.7,3968.8,high,true,light,rain,901,1849,948
89414369617ffff,89415cb4ba3ffff,105.7787,21.0282,105.8005,21.0288,9,false,Wed,false,false,2263.6,2487.7,medium,false,none,cloudy,280,159,-121
89415cb4e43ffff,89415cb4a47ffff,105.8522,21.0286,105.833,21.046,15,false,Fri,false,false,2777.4,3869.2,medium,false,none,clear,461,468,7
89415ca7123ffff,89414368657ffff,105.8012,21.1188,105.747,20.9881,6,false,Thu,false,false,15583.6,17174.6,medium,false,none,clear,2174,2022,-152
89415cb684bffff,89415ca640bffff,105.8558,20.9732,105.8127,21.0592,10,false,Sat,true,false,10557.5,12375.3,low,false,none,clear,1138,740,-398
89414368657ffff,89415cb4b0fffff,105.747,20.9881,105.8037,21.0372,0,false,Tue,false,false,8027.9,11658.2,low,false,none,fog,983,628,-355
89414369647ffff,89415cb4d47ffff,105.7828,21.0367,105.8175,21.0023,8,true,Thu,false,false,5253.9,8126.1,severe,true,light,rain,2523,4201,1678
89414369617ffff,89415cb4b0fffff,105.7787,21.0282,105.8037,21.0372,9,false,Sat,true,false,2781,3087.7,high,false,none,cloudy,494,752,258
89415cb4d5bffff,89415cb49afffff,105.8249,21.0049,105.7898,21.0093,13,false,Sun,true,false,3676.2,4359.1,low,false,none,cloudy,379,389,10
89415cb684bffff,89415cb4d47ffff,105.8558,20.9732,105.8175,21.0023,9,false,Tue,false,false,5126.5,7671.1,low,false,none,clear,559,665,106
89414368657ffff,89415ca7123ffff,105.747,20.9881,105.8012,21.1188,8,true,Tue,false,false,15583.6,21569,high,true,light,rain,5222,6077,855
89415cb4e3bffff,89415cb49afffff,105.8417,21.0247,105.7898,21.0093,8,true,Fri,false,false,5652.7,7867.9,medium,true,light,rain,1004,1581,577
89414368657ffff,89415cb4d5bffff,105.747,20.9881,105.8249,21.0049,18,true,Sat,true,true,8299.9,9715.5,medium,false,none,cloudy,1141,1707,566
89415cb4e43ffff,89415cb4987ffff,105.8522,21.0286,105.7991,21.0055,13,false,Thu,false,false,6080.8,9425.3,low,true,light,rain,746,981,235
89415cb5dc7ffff,89415cb4b97ffff,105.8598,21.0422,105.8067,21.0238,7,true,Fri,false,false,5878.6,9678.1,severe,false,none,clear,4309,5242,933
89415cb4a47ffff,89415cb49afffff,105.833,21.046,105.7898,21.0093,0,false,Thu,false,false,6062.8,9688,medium,false,none,clear,1098,1123,25
89414368657ffff,89415cb4193ffff,105.747,20.9881,105.868,20.9946,17,true,Tue,false,false,12582.4,18271.2,severe,false,none,cloudy,5074,5921,847
89414369647ffff,89415cb46afffff,105.7818,21.0379,105.9035,21.0109,18,true,Fri,false,false,12983.4,14534.6,high,false,none,cloudy,2353,2885,532
89415cb687bffff,89414369647ffff,105.8467,20.9719,105.7828,21.0367,12,false,Wed,false,false,9793.8,16140.2,low,false,none,clear,1210,1353,143
89415ca640bffff,89415cb46afffff,105.8127,21.0592,105.9035,21.0109,9,false,Mon,false,false,10846.7,14146.3,severe,true,light,rain,6272,6815,543
89415cb684bffff,89414369647ffff,105.8558,20.9732,105.7818,21.0379,2,false,Sun,true,false,10524.5,13543.9,high,false,none,clear,2631,2971,340
89415cb4d5bffff,89414368657ffff,105.8249,21.0049,105.747,20.9881,8,true,Wed,false,false,8299.9,10387.6,severe,false,none,cloudy,4402,5508,1106
89415cb46afffff,89415cb5dc7ffff,105.9035,21.0109,105.8598,21.0422,17,true,Fri,false,false,5717.1,8126.1,severe,false,none,cloudy,3858,5600,1742
89415cb4e43ffff,89415cb49afffff,105.8522,21.0286,105.7898,21.0093,19,true,Tue,false,false,6823.2,9209.3,high,false,none,clear,1721,2789,1068
89415cb5db3ffff,89415cb49afffff,105.851,21.0359,105.7898,21.0093,11,false,Wed,false,false,7007,8910,high,false,none,cloudy,1714,1825,111
89415cb5dc7ffff,89415cb687bffff,105.8598,21.0422,105.8467,20.9719,13,false,Sat,true,false,7934.4,14063.4,medium,false,none,cloudy,1685,1588,-97
894143682c3ffff,89415cb4cd7ffff,105.7356,20.999,105.846,20.998,18,true,Fri,false,false,11461.2,17434.6,severe,false,none,cloudy,4900,5968,1068
89415cb4d5bffff,89415cb4cd7ffff,105.8249,21.0049,105.846,20.998,12,false,Tue,false,true,2320.8,3186.2,high,false,none,cloudy,483,1479,996
89415cb4d5bffff,8941436945bffff,105.8249,21.0049,105.783,21.0167,8,true,Thu,false,false,4542.9,5677.7,severe,false,none,cloudy,1789,2892,1103
89415cb4d5bffff,89415cb46afffff,105.8249,21.0049,105.9035,21.0109,9,false,Sun,true,false,8186.2,10509.4,low,true,light,rain,868,924,56
89414368657ffff,89415cb4cd7ffff,105.747,20.9881,105.846,20.998,19,true,Mon,false,false,10336.4,16221.6,high,false,none,cloudy,2426,2886,460
89415cb4ba3ffff,89415cb4987ffff,105.8005,21.0288,105.7991,21.0055,19,true,Sat,true,false,2594.9,3585.3,high,true,moderate,rain,769,1892,1123
89415cb4193ffff,89415cb49afffff,105.868,20.9946,105.7898,21.0093,13,false,Tue,false,false,8280.7,13933.4,high,true,moderate,rain,3008,3635,627
89415cb4bc3ffff,89415cb4e43ffff,105.814,21.0335,105.8522,21.0286,9,false,Sat,true,false,4002,5257.5,low,false,none,cloudy,405,158,-247
89415cb4987ffff,89415cb4bc3ffff,105.7991,21.0055,105.814,21.0335,13,false,Thu,false,false,3476.4,4791.6,low,false,none,cloudy,410,288,-122
89415cb4b97ffff,894143682c3ffff,105.8067,21.0238,105.7356,20.999,21,false,Fri,false,false,7878.7,10899.9,low,false,none,clear,1076,1241,165
89415cb4e43ffff,89414369617ffff,105.8522,21.0286,105.7787,21.0282,17,true,Fri,false,false,7628.7,8872.6,medium,false,none,clear,1065,1374,309
89415cb4987ffff,89415cb4193ffff,105.7991,21.0055,105.868,20.9946,18,true,Thu,false,false,7254.4,12516.6,high,true,moderate,rain,2081,3002,921
89415cb4b97ffff,89415ca7123ffff,105.8067,21.0238,105.8012,21.1188,9,false,Tue,false,false,10578.9,11904.3,low,false,none,cloudy,1036,853,-183
89414369647ffff,89415cb4bc3ffff,105.7818,21.0379,105.814,21.0335,10,false,Wed,false,false,3377.5,4031.2,medium,false,none,clear,432,434,2
89415ca640bffff,89414369617ffff,105.8127,21.0592,105.7787,21.0282,17,true,Wed,false,false,4932.8,5495.4,high,true,moderate,rain,864,2066,1202
89415cb4193ffff,89415cb4d5bffff,105.868,20.9946,105.8249,21.0049,8,true,Tue,false,false,4618.5,5074.7,severe,false,none,clear,1775,3167,1392
89415cb4a47ffff,89415ca7123ffff,105.833,21.046,105.8012,21.1188,17,true,Tue,false,false,8741.5,14037,severe,false,none,clear,6026,7094,1068
89414369647ffff,89415cb4987ffff,105.7828,21.0367,105.7991,21.0055,7,true,Sun,true,false,3859.8,4790.8,high,false,none,cloudy,896,1994,1098
89415cb4193ffff,89415cb4e3bffff,105.868,20.9946,105.8417,21.0247,15,false,Sun,true,false,4319.2,5925.5,low,true,moderate,rain,540,785,245
89415cb4193ffff,89415cb4d5bffff,105.868,20.9946,105.8249,21.0049,2,false,Thu,false,false,4618.5,6161,low,false,none,fog,567,254,-313
89414369647ffff,89415cb4e43ffff,105.7828,21.0367,105.8522,21.0286,20,false,Sat,true,false,7258.9,12145.3,low,false,none,clear,1005,924,-81
89415cb46afffff,89415cb4bc3ffff,105.9035,21.0109,105.814,21.0335,17,true,Sat,true,false,9623.5,11685.2,medium,false,none,clear,1571,1863,292
89415cb4987ffff,89415cb5dc7ffff,105.7991,21.0055,105.8598,21.0422,18,true,Fri,false,false,7506.4,12385.7,high,false,none,cloudy,2395,2868,473
89415cb4e3bffff,89414369647ffff,105.8417,21.0247,105.7828,21.0367,18,true,Sat,true,false,6257,7308.6,high,false,none,clear,1790,2636,846
89415cb4e43ffff,89415cb4b97ffff,105.8522,21.0286,105.8067,21.0238,11,false,Tue,false,false,4752.6,6545.9,medium,true,moderate,rain,766,1057,291
89415cb4a47ffff,89414369617ffff,105.833,21.046,105.7787,21.0282,6,false,Mon,false,false,5972.9,8937.3,low,true,light,rain,713,883,170
89415cb46afffff,89415cb4b97ffff,105.9035,21.0109,105.8067,21.0238,8,true,Wed,false,false,10149.5,16274.1,high,true,moderate,rain,3360,4207,847
89414368657ffff,89415cb5db3ffff,105.747,20.9881,105.851,21.0359,19,true,Wed,false,false,12032.8,16703.3,severe,false,none,clear,6693,7958,1265
8941436945bffff,89415cb5db3ffff,105.783,21.0167,105.851,21.0359,6,false,Thu,false,false,7373.6,8801.1,high,false,none,clear,1633,2077,444
89414369647ffff,89415cb4987ffff,105.7818,21.0379,105.7991,21.0055,6,false,Thu,false,false,4025.4,4418.1,high,false,none,clear,867,1327,460
89415cb4ba3ffff,89415cb5dc7ffff,105.8005,21.0288,105.8598,21.0422,16,false,Sat,true,false,6332.2,9619,medium,false,none,clear,1057,1047,-10
89415cb684bffff,89415cb4e3bffff,105.8558,20.9732,105.8417,21.0247,20,false,Sun,true,false,5910.6,7429.3,medium,true,light,rain,811,810,-1
89415cb4193ffff,89415cb4bc3ffff,105.868,20.9946,105.814,21.0335,10,false,Wed,false,true,7080.1,9584.4,medium,false,none,clear,1105,1297,192
89415cb4cd7ffff,89415cb4bc3ffff,105.846,20.998,105.814,21.0335,16,false,Sun,true,false,5159,5946.5,low,false,none,clear,547,141,-406
894143682c3ffff,89415ca7123ffff,105.7356,20.999,105.8012,21.1188,7,true,Wed,false,false,14959.6,17833.7,high,false,none,cloudy,3197,3599,402
89415cb5db3ffff,89414369647ffff,105.851,21.0359,105.7828,21.0367,5,false,Thu,false,false,7078.6,10562.8,low,false,none,fog,871,706,-165
89415ca7123ffff,89415cb4a47ffff,105.8012,21.1188,105.833,21.046,11,false,Mon,false,false,8741.5,14281.7,medium,false,none,clear,1877,1980,103
89415cb5db3ffff,89415cb4193ffff,105.851,21.0359,105.868,20.9946,6,false,Thu,false,false,4919.7,5339.4,medium,false,none,clear,753,638,-115
89415cb687bffff,89415cb5db3ffff,105.8467,20.9719,105.851,21.0359,11,false,Wed,false,false,7130.5,8811.4,low,false,none,fog,705,514,-191
89414368657ffff,89415cb687bffff,105.747,20.9881,105.8467,20.9719,6,false,Sat,true,false,10506.8,15781.1,medium,false,none,clear,1638,1661,23
89415cb4cd7ffff,89415cb684bffff,105.846,20.998,105.8558,20.9732,11,false,Fri,false,false,2939.3,3647.2,high,false,none,cloudy,725,1461,736
89415cb4193ffff,89415cb4a47ffff,105.868,20.9946,105.833,21.046,4,false,Wed,false,false,6772.3,8981.3,low,false,none,clear,720,764,44
89415cb4987ffff,89415cb684bffff,105.7991,21.0055,105.8558,20.9732,20,false,Thu,false,false,6895.6,10339.3,high,false,none,clear,1556,1854,298
89415cb5db3ffff,89414369647ffff,105.851,21.0359,105.7828,21.0367,20,false,Sun,true,false,7078.6,10765.8,low,false,none,clear,1056,778,-278
89415cb4e43ffff,89415cb4b0fffff,105.8522,21.0286,105.8037,21.0372,12,false,Thu,false,false,5123.7,6953,medium,false,none,cloudy,912,899,-13
89415cb4d47ffff,89415cb5dc7ffff,105.8175,21.0023,105.8598,21.0422,7,true,Wed,false,true,6241.8,10929.9,low,false,none,clear,825,1425,600
89415cb4b0fffff,89415cb687bffff,105.8037,21.0372,105.8467,20.9719,0,false,Thu,false,false,8523.3,14618.5,low,false,none,clear,1079,780,-299
89414368657ffff,89415cb684bffff,105.747,20.9881,105.8558,20.9732,18,true,Sat,true,false,11416.8,15813,severe,true,moderate,rain,5696,7496,1800
8941436945bffff,89415cb4d5bffff,105.783,21.0167,105.8249,21.0049,9,false,Wed,false,false,4542.9,6126.3,high,false,none,cloudy,1176,1521,345
89415cb4987ffff,89415cb5db3ffff,105.7991,21.0055,105.851,21.0359,13,false,Sun,true,false,6359.7,9097.8,low,false,none,clear,900,754,-146
89415cb4193ffff,89414369647ffff,105.868,20.9946,105.7818,21.0379,11,false,Wed,false,false,10160.6,13842.8,medium,false,none,cloudy,1642,1503,-139
89415cb46afffff,89414369647ffff,105.9035,21.0109,105.7828,21.0367,14,false,Sat,true,false,12852.1,19900.2,severe,false,none,clear,5197,6113,916
89415cb49afffff,89415cb5db3ffff,105.7898,21.0093,105.851,21.0359,13,false,Mon,false,false,7007,10059.4,low,false,none,cloudy,772,713,-59
89415cb4bc3ffff,8941436945bffff,105.814,21.0335,105.783,21.0167,17,true,Thu,false,false,3720.5,4279.4,severe,false,none,clear,1615,2762,1147
89415cb4cd7ffff,89414369647ffff,105.846,20.998,105.7818,21.0379,6,false,Thu,false,false,8005.6,12552.8,severe,false,none,cloudy,4676,5015,339
89414368657ffff,89415cb4bc3ffff,105.747,20.9881,105.814,21.0335,23,false,Sat,true,false,8593.8,10610,medium,false,none,cloudy,1364,1232,-132
89415cb4cd7ffff,89414368657ffff,105.846,20.998,105.747,20.9881,7,true,Sat,true,false,10336.4,18190.7,high,false,none,fog,4215,5197,982
89415cb5dc7ffff,89415cb4e3bffff,105.8598,21.0422,105.8417,21.0247,19,true,Thu,false,false,2704.7,3618.1,medium,false,none,cloudy,401,678,277
89415cb4a47ffff,89415cb5db3ffff,105.833,21.046,105.851,21.0359,7,true,Wed,false,false,2179.7,2872.4,high,false,none,cloudy,442,1317,875
89415cb4bc3ffff,89415cb4193ffff,105.814,21.0335,105.868,20.9946,22,false,Wed,false,false,7080.1,9895,medium,false,none,cloudy,1093,972,-121
89415cb687bffff,89414369617ffff,105.8467,20.9719,105.7787,21.0282,7,true,Thu,false,false,9435.1,15799.7,high,true,moderate,rain,2417,3329,912
89415cb4d47ffff,89415cb4bc3ffff,105.8175,21.0023,105.814,21.0335,17,true,Mon,false,false,3488.3,4525.6,high,false,none,clear,895,1389,494
89415cb4cd7ffff,8941436945bffff,105.846,20.998,105.783,21.0167,18,true,Tue,false,false,6862.3,9080.7,high,false,none,clear,1827,2433,606
89414369617ffff,89415cb5db3ffff,105.7787,21.0282,105.851,21.0359,19,true,Sat,true,false,7552.5,12767.5,severe,false,none,cloudy,3248,3971,723
8941436945bffff,89415cb5db3ffff,105.783,21.0167,105.851,21.0359,22,false,Sat,true,false,7373.6,8651,low,false,none,fog,851,907,56
89415ca640bffff,89415cb46afffff,105.8127,21.0592,105.9035,21.0109,16,false,Sat,true,false,10846.7,14779.8,medium,false,none,clear,1570,1497,-73
89415cb4ba3ffff,89415cb4b0fffff,105.8005,21.0288,105.8037,21.0372,9,false,Fri,false,true,991.3,1071.2,low,false,none,cloudy,120,60,-60
894143682c3ffff,89415cb4a47ffff,105.7356,20.999,105.833,21.046,9,false,Mon,false,false,11380.5,20426.4,severe,true,light,rain,5769,7013,1244
89415cb4987ffff,89415cb687bffff,105.7991,21.0055,105.8467,20.9719,8,true,Tue,false,false,6195.1,10685.6,high,true,moderate,rain,1666,2527,861
89415cb4a47ffff,8941436945bffff,105.833,21.046,105.783,21.0167,18,true,Fri,false,false,6127.3,7731.2,high,false,none,cloudy,1522,2111,589
89415cb4b97ffff,8941436945bffff,105.8067,21.0238,105.783,21.0167,19,true,Fri,false,false,2583.5,2883.7,severe,false,none,clear,884,2294,1410
89415cb4ba3ffff,89415cb5dc7ffff,105.8005,21.0288,105.8598,21.0422,20,false,Mon,false,false,6332.2,10982.7,medium,false,none,cloudy,1237,1290,53
89415cb5dc7ffff,89414369647ffff,105.8598,21.0422,105.7828,21.0367,6,false,Thu,false,false,8014.6,12695.6,medium,true,moderate,rain,1403,1631,228
89415cb4e43ffff,89415cb4b97ffff,105.8522,21.0286,105.8067,21.0238,11,false,Mon,false,false,4752.6,6096.9,high,false,none,cloudy,1492,1842,350
89414369647ffff,89415cb5dc7ffff,105.7828,21.0367,105.8598,21.0422,8,true,Sat,true,false,8014.6,12223.6,high,false,none,cloudy,2490,3290,800
894143682c3ffff,89415cb49afffff,105.7356,20.999,105.7898,21.0093,20,false,Fri,false,false,5741.7,8621.5,medium,true,moderate,rain,895,1314,419
89415cb4b97ffff,89415ca640bffff,105.8067,21.0238,105.8127,21.0592,15,false,Sun,true,true,3985.2,4967.5,low,true,moderate,rain,437,1058,621
89415ca7123ffff,89414369617ffff,105.8012,21.1188,105.7787,21.0282,19,true,Sun,true,false,10341.2,15096.7,low,false,none,clear,1236,1668,432
89415cb4987ffff,894143682c3ffff,105.7991,21.0055,105.7356,20.999,13,false,Sat,true,false,6631.3,10463.6,low,true,light,rain,831,858,27
89415cb5db3ffff,89415ca640bffff,105.851,21.0359,105.8127,21.0592,17,true,Tue,false,false,4744.5,6408.9,severe,false,none,clear,1640,2719,1079
89415cb4a47ffff,89415cb4e43ffff,105.833,21.046,105.8522,21.0286,8,true,Thu,false,false,2777.4,3879.7,severe,true,light,rain,1564,2898,1334
89415cb5db3ffff,89415cb4bc3ffff,105.851,21.0359,105.814,21.0335,22,false,Thu,false,false,3849.3,4246.2,high,true,heavy,storm,785,1665,880
89414368657ffff,89415cb4b97ffff,105.747,20.9881,105.8067,21.0238,6,false,Fri,false,false,7359.6,8757.1,medium,true,moderate,rain,891,927,36
89415cb4193ffff,89415ca7123ffff,105.868,20.9946,105.8012,21.1188,12,false,Thu,false,false,15452.4,27194.2,low,false,none,cloudy,2154,1974,-180
89414369647ffff,89414368657ffff,105.7828,21.0367,105.747,20.9881,16,false,Mon,false,false,6558.4,10412.8,high,false,none,clear,1649,1880,231
89414368657ffff,89414369617ffff,105.747,20.9881,105.7787,21.0282,13,false,Thu,false,false,5541.6,9166.6,medium,true,moderate,rain,1131,1386,255
